,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
16534,PSP,2012,Adventure,Level 5,0.0,0.0,0.01,0.0,0.01
3546,PS3,2012,Shooter,Take-Two Interactive,0.19,0.25,0.04,0.09,0.57
5741,X360,2012,Sports,Konami Digital Entertainment,0.08,0.2,0.0,0.03,0.31
7724,3DS,2012,Action,Activision,0.18,0.0,0.0,0.01,0.2
11407,Wii,2012,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
11064,PSP,2012,Role-Playing,Acquire,0.0,0.0,0.09,0.0,0.09
6853,PS3,2012,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24
1101,X360,2012,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66
6894,X360,2012,Racing,Codemasters,0.08,0.14,0.0,0.02,0.24
246,WiiU,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44
1031,X360,2012,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73
453,X360,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
11142,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.01,0.0,0.01,0.09
6019,PSV,2012,Action,Nihon Falcom Corporation,0.15,0.01,0.1,0.04,0.29
1286,PSV,2012,Action,Ubisoft,0.58,0.55,0.06,0.28,1.47
7954,X360,2012,Sports,Electronic Arts,0.1,0.07,0.0,0.02,0.19
10674,Wii,2012,Sports,Konami Digital Entertainment,0.0,0.03,0.06,0.0,0.1
14212,PS3,2012,Action,Sega,0.0,0.0,0.03,0.0,0.03
10474,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
14803,PS3,2012,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03
5914,Wii,2012,Misc,Nordic Games,0.08,0.19,0.0,0.03,0.3
8326,3DS,2012,Action,Activision,0.13,0.03,0.0,0.01,0.17
7856,3DS,2012,Action,Activision,0.15,0.03,0.0,0.01,0.19
14993,PC,2012,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02
11141,PSP,2012,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09
6576,PS3,2012,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26
14823,PC,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03
6020,3DS,2012,Action,Electronic Arts,0.06,0.2,0.0,0.03,0.29
8106,PS3,2012,Racing,Namco Bandai Games,0.05,0.1,0.0,0.03,0.18
14516,PC,2012,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.01,0.03
7271,3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22
15926,PSP,2012,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
10690,X360,2012,Action,Warner Bros. Interactive Entertainment,0.08,0.01,0.0,0.01,0.1
4247,3DS,2012,Action,Nintendo,0.2,0.03,0.21,0.02,0.46
14567,PSP,2012,Action,Quinrose,0.0,0.0,0.03,0.0,0.03
11102,PSV,2012,Role-Playing,Gust,0.0,0.0,0.09,0.0,0.09
6918,PS3,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24
847,3DS,2012,Role-Playing,Nintendo,0.89,0.45,0.53,0.13,2.0
10448,Wii,2012,Action,Nintendo,0.0,0.0,0.1,0.0,0.1
7923,X360,2012,Sports,505 Games,0.0,0.16,0.0,0.02,0.19
15223,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
3889,X360,2012,Sports,Electronic Arts,0.29,0.18,0.0,0.04,0.51
4086,PSV,2012,Action,Konami Digital Entertainment,0.16,0.18,0.05,0.09,0.48
6919,PSP,2012,Misc,Unknown,0.0,0.0,0.24,0.0,0.24
15732,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
382,PS3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
14937,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15678,3DS,2012,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02
6417,PSV,2012,Action,Tecmo Koei,0.13,0.06,0.04,0.04,0.27
5927,X360,2012,Shooter,Activision,0.13,0.14,0.0,0.03,0.3
8058,3DS,2012,Misc,Sega,0.0,0.0,0.18,0.0,0.18
14143,PS3,2012,Misc,Fields,0.0,0.0,0.03,0.0,0.03
11129,PS3,2012,Strategy,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
15887,WiiU,2012,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
10333,X360,2012,Action,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11
10431,PSP,2012,Action,Spike,0.0,0.0,0.1,0.0,0.1
6066,3DS,2012,Racing,Sega,0.12,0.15,0.0,0.02,0.29
624,X360,2012,Misc,Electronic Arts,1.93,0.34,0.0,0.21,2.48
5944,PS3,2012,Fighting,Tecmo Koei,0.0,0.0,0.3,0.0,0.3
14115,PS3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14906,PSV,2012,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03
623,PS3,2012,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48
16537,PC,2012,Action,Activision,0.01,0.0,0.0,0.0,0.01
15235,PSP,2012,Action,Views,0.0,0.0,0.02,0.0,0.02
10957,PS3,2012,Shooter,Capcom,0.0,0.0,0.09,0.0,0.09
15238,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
6946,PSV,2012,Action,Konami Digital Entertainment,0.13,0.06,0.0,0.04,0.24
14126,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
4155,X360,2012,Fighting,Capcom,0.31,0.1,0.03,0.03,0.47
843,X360,2012,Racing,Microsoft Game Studios,0.82,0.98,0.04,0.18,2.02
11445,PS3,2012,Racing,Activision,0.07,0.0,0.0,0.01,0.08
34,PS3,2012,Shooter,Activision,4.99,5.88,0.65,2.52,14.03
14881,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14576,DS,2012,Puzzle,Unknown,0.0,0.03,0.0,0.0,0.03
11244,3DS,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
16516,PSV,2012,Misc,CyberFront,0.0,0.0,0.01,0.0,0.01
1075,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.64,0.0,0.15,1.68
7475,DS,2012,Action,Activision,0.15,0.04,0.0,0.01,0.21
6044,Wii,2012,Misc,Nintendo,0.0,0.0,0.29,0.0,0.29
6434,PS3,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.27
6435,X360,2012,Action,Activision,0.18,0.06,0.0,0.02,0.27
1311,PS3,2012,Action,Electronic Arts,0.47,0.65,0.06,0.28,1.46
6204,3DS,2012,Misc,Activision,0.13,0.13,0.0,0.03,0.28
15634,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
14846,PSV,2012,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
10543,Wii,2012,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1
16014,PS3,2012,Strategy,Ackkstudios,0.0,0.0,0.01,0.0,0.01
6235,PC,2012,Action,Electronic Arts,0.09,0.16,0.0,0.03,0.28
1310,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.94,0.4,0.0,0.11,1.46
15264,PS3,2012,Action,Minato Station,0.0,0.0,0.02,0.0,0.02
15822,PSP,2012,Action,Giza10,0.0,0.0,0.02,0.0,0.02
603,PS3,2012,Sports,Electronic Arts,2.11,0.23,0.0,0.22,2.56
1309,PS3,2012,Role-Playing,Electronic Arts,0.63,0.59,0.03,0.21,1.46
7491,PS3,2012,Action,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21
438,PS3,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
10686,PSV,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
7718,3DS,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2
10689,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,0.1
14168,3DS,2012,Action,Maximum Family Games,0.03,0.0,0.0,0.0,0.03
16521,PS3,2012,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
15643,PSP,2012,Action,CyberFront,0.0,0.0,0.02,0.0,0.02
4010,PS3,2012,Action,Disney Interactive Studios,0.21,0.2,0.0,0.08,0.5
405,Wii,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
14861,X360,2012,Action,Capcom,0.02,0.01,0.0,0.0,0.03
8366,X360,2012,Action,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17
7436,Wii,2012,Misc,Ubisoft,0.15,0.04,0.0,0.02,0.21
14606,PSP,2012,Adventure,BushiRoad,0.0,0.0,0.03,0.0,0.03
15216,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
3850,PSV,2012,Action,Sony Computer Entertainment,0.26,0.15,0.01,0.1,0.52
15248,DS,2012,Action,Disney Interactive Studios,0.0,0.02,0.0,0.0,0.02
3994,X360,2012,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5
14154,3DS,2012,Action,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
7346,3DS,2012,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21
7481,3DS,2012,Action,Nintendo,0.0,0.0,0.21,0.0,0.21
857,X360,2012,Shooter,Capcom,1.11,0.63,0.07,0.16,1.98
14857,PSV,2012,Action,Prototype,0.0,0.0,0.03,0.0,0.03
7482,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.21
6227,WiiU,2012,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.28
1071,PSV,2012,Action,Activision,0.8,0.52,0.07,0.3,1.69
14952,PSP,2012,Action,5pb,0.0,0.0,0.02,0.0,0.02
16495,PSP,2012,Action,Asgard,0.0,0.0,0.01,0.0,0.01
14249,PC,2012,Action,Unknown,0.0,0.03,0.0,0.0,0.03
15383,PSV,2012,Action,Sega,0.0,0.0,0.02,0.0,0.02
15294,3DS,2012,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
1184,PS3,2012,Sports,Konami Digital Entertainment,0.18,0.64,0.49,0.25,1.56
3417,X360,2012,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04,0.59
7573,PSV,2012,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2
15347,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15457,PS3,2012,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
15349,PC,2012,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
3436,PS3,2012,Shooter,Bethesda Softworks,0.26,0.22,0.0,0.1,0.59
15973,PSP,2012,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
16546,PSP,2012,Action,Quinrose,0.0,0.0,0.01,0.0,0.01
15452,PC,2012,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
15104,Wii,2012,Action,Disney Interactive Studios,0.0,0.02,0.0,0.0,0.02
14455,3DS,2012,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03
3638,PS3,2012,Sports,Electronic Arts,0.24,0.22,0.0,0.09,0.55
7578,PSP,2012,Action,Sega,0.0,0.0,0.2,0.0,0.2
11316,DS,2012,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.08
14665,X360,2012,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03
14402,3DS,2012,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03
7787,3DS,2012,Simulation,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19
977,PS3,2012,Role-Playing,Capcom,0.41,0.46,0.72,0.19,1.78
6349,3DS,2012,Action,Nintendo,0.0,0.0,0.27,0.0,0.27
16512,3DS,2012,Puzzle,UFO Interactive,0.01,0.0,0.0,0.0,0.01
7806,PS3,2012,Sports,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19
7307,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
7746,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19
506,X360,2012,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86
15342,PS3,2012,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15081,PC,2012,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02
1195,PS3,2012,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55
3401,PS3,2012,Action,Sega,0.0,0.0,0.59,0.0,0.59
11006,PSV,2012,Fighting,505 Games,0.02,0.05,0.0,0.02,0.09
7305,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22
970,X360,2012,Action,Microsoft Game Studios,1.05,0.57,0.03,0.14,1.78
10513,3DS,2012,Action,Ubisoft Annecy,0.0,0.0,0.1,0.0,0.1
10855,PSP,2012,Adventure,Kadokawa Shoten,0.0,0.0,0.09,0.0,0.09
6544,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.26
8140,3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18
10589,DS,2012,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10856,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10388,PSP,2012,Action,Ubisoft Annecy,0.0,0.0,0.11,0.0,0.11
14726,DS,2012,Puzzle,Easy Interactive,0.0,0.02,0.0,0.0,0.03
6181,WiiU,2012,Misc,Nintendo,0.13,0.12,0.0,0.02,0.28
571,Wii,2012,Action,Activision,1.56,0.88,0.0,0.22,2.65
15431,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15397,PSP,2012,Action,Comfort,0.0,0.0,0.02,0.0,0.02
7601,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.04,0.01,0.02,0.2
14681,DS,2012,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.03
14675,PSP,2012,Role-Playing,Ackkstudios,0.0,0.0,0.03,0.0,0.03
10893,PSP,2012,Adventure,Broccoli,0.0,0.0,0.09,0.0,0.09
15129,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
15967,PS3,2012,Simulation,D3Publisher,0.0,0.0,0.02,0.0,0.02
4178,PSV,2012,Action,Electronic Arts,0.0,0.3,0.05,0.12,0.47
3651,PSV,2012,Shooter,Sony Computer Entertainment,0.29,0.15,0.04,0.07,0.55
15390,PSP,2012,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02
14676,XB,2012,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03
15389,PC,2012,Racing,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
14441,PSP,2012,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
16566,PC,2012,Strategy,Trion Worlds,0.01,0.0,0.0,0.0,0.01
14678,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
10597,X360,2012,Racing,Activision,0.09,0.0,0.0,0.01,0.1
7760,PSP,2012,Misc,Spike,0.0,0.0,0.19,0.0,0.19
691,PC,2012,Action,NCSoft,0.95,1.06,0.0,0.29,2.3
4118,WiiU,2012,Action,Electronic Arts,0.18,0.26,0.0,0.04,0.48
10596,PC,2012,Action,Activision,0.07,0.02,0.0,0.01,0.1
10599,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1
1176,3DS,2012,Action,Square Enix,0.88,0.26,0.34,0.09,1.58
10381,PS3,2012,Adventure,5pb,0.0,0.0,0.11,0.0,0.11
6909,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24
6309,3DS,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27
15366,PSP,2012,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02
11311,WiiU,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08
14411,PC,2012,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
15371,DS,2012,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02
15435,PC,2012,Puzzle,Focus Multimedia,0.0,0.02,0.0,0.0,0.02
1173,X360,2012,Racing,Electronic Arts,0.62,0.8,0.01,0.15,1.58
3747,X360,2012,Action,Disney Interactive Studios,0.32,0.17,0.0,0.04,0.54
705,3DS,2012,Role-Playing,Nintendo,1.12,0.39,0.64,0.12,2.27
3973,3DS,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5
15964,DS,2012,Puzzle,Easy Interactive,0.0,0.01,0.0,0.0,0.02
6543,PS3,2012,Adventure,Focus Home Interactive,0.05,0.15,0.0,0.06,0.26
703,PS3,2012,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28
3730,Wii,2012,Sports,Electronic Arts,0.51,0.0,0.0,0.03,0.54
4030,X360,2012,Action,Warner Bros. Interactive Entertainment,0.31,0.13,0.02,0.04,0.49
997,X360,2012,Action,Square Enix,0.68,0.9,0.01,0.17,1.76
908,PS3,2012,Shooter,Take-Two Interactive,0.59,0.92,0.06,0.32,1.9
498,PS3,2012,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
15810,PSP,2012,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
4167,PS3,2012,Action,Konami Digital Entertainment,0.21,0.16,0.04,0.06,0.47
5789,PS3,2012,Action,Sony Computer Entertainment,0.14,0.12,0.0,0.05,0.31
8261,PC,2012,Role-Playing,Funcom,0.07,0.08,0.0,0.02,0.17
14770,PSP,2012,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
15555,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
8127,PC,2012,Shooter,Ubisoft,0.05,0.1,0.0,0.03,0.18
3371,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.55,0.01,0.0,0.04,0.6
15996,Wii,2012,Adventure,Reef Entertainment,0.0,0.01,0.0,0.0,0.01
6006,PS3,2012,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29
14297,PS3,2012,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
745,PS3,2012,Action,Square Enix,0.59,1.07,0.07,0.45,2.19
14643,WiiU,2012,Platform,Atlus,0.0,0.03,0.0,0.0,0.03
15320,X360,2012,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
11214,PC,2012,Sports,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.09
15044,PC,2012,Fighting,Capcom,0.0,0.02,0.0,0.0,0.02
15543,3DS,2012,Action,IE Institute,0.0,0.0,0.02,0.0,0.02
14646,PC,2012,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03
5788,PSP,2012,Strategy,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
459,X360,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
7830,X360,2012,Action,Sega,0.09,0.07,0.02,0.02,0.19
14283,PC,2012,Adventure,Avanquest Software,0.0,0.03,0.0,0.01,0.03
7978,WiiU,2012,Fighting,Namco Bandai Games,0.09,0.07,0.01,0.01,0.19
10405,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
4213,3DS,2012,Role-Playing,Level 5,0.0,0.01,0.46,0.0,0.47
15303,X360,2012,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
6111,PS3,2012,Sports,Sony Computer Entertainment,0.0,0.0,0.28,0.0,0.28
15569,PSP,2012,Role-Playing,Kadokawa Games,0.0,0.0,0.02,0.0,0.02
11372,PS3,2012,Adventure,PQube,0.01,0.04,0.02,0.01,0.08
8267,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
3674,3DS,2012,Role-Playing,Xseed Games,0.31,0.0,0.21,0.03,0.55
6258,PSP,2012,Sports,Konami Digital Entertainment,0.0,0.07,0.18,0.03,0.28
14276,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
11369,PC,2012,Role-Playing,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08
4049,X360,2012,Shooter,Bethesda Softworks,0.28,0.17,0.0,0.04,0.49
10923,3DS,2012,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09
15859,Wii,2012,Action,Activision,0.0,0.01,0.0,0.0,0.02
5786,PC,2012,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.04,0.31
15754,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
7641,PC,2012,Strategy,Sega,0.07,0.1,0.0,0.03,0.2
3368,PS3,2012,Strategy,Take-Two Interactive,0.24,0.25,0.0,0.11,0.6
3793,WiiU,2012,Racing,Sega,0.2,0.27,0.02,0.05,0.53
4081,PSV,2012,Racing,Sega,0.12,0.25,0.0,0.11,0.48
945,PC,2012,Role-Playing,Activision,0.84,0.76,0.0,0.23,1.83
14333,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
3384,PSV,2012,Platform,Ubisoft,0.13,0.35,0.0,0.11,0.59
8000,X360,2012,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18
3385,X360,2012,Sports,Sega,0.07,0.46,0.0,0.07,0.59
7544,3DS,2012,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2
35,X360,2012,Shooter,Activision,8.25,4.3,0.07,1.12,13.73
15512,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
6928,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.1,0.0,0.05,0.24
15065,PC,2012,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
15509,X360,2012,Action,Cave,0.0,0.0,0.02,0.0,0.02
7743,WiiU,2012,Action,Nintendo,0.15,0.03,0.0,0.02,0.19
10274,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10633,PS3,2012,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.1
15227,3DS,2012,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02
3948,X360,2012,Racing,Codemasters,0.1,0.35,0.0,0.06,0.5
5835,PS3,2012,Strategy,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3
15498,3DS,2012,Puzzle,Licensed 4U,0.0,0.02,0.0,0.0,0.02
14742,DS,2012,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.03
10395,PSP,2012,Sports,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
14746,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
1217,PC,2012,Shooter,Activision,0.63,0.69,0.0,0.21,1.53
468,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
7417,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21
15993,PSP,2012,Fighting,Arc System Works,0.0,0.0,0.01,0.0,0.01
15047,PSP,2012,Strategy,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
6493,PSV,2012,Misc,Ubisoft,0.11,0.1,0.01,0.05,0.26
7735,PS3,2012,Racing,Codemasters,0.02,0.13,0.0,0.04,0.19
7536,PSP,2012,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2
14309,DS,2012,Adventure,Reef Entertainment,0.0,0.03,0.0,0.0,0.03
7418,X360,2012,Action,Activision,0.2,0.0,0.0,0.01,0.21
3374,X360,2012,Adventure,Microsoft Game Studios,0.38,0.16,0.0,0.05,0.6
14312,X360,2012,Simulation,Unknown,0.03,0.0,0.0,0.0,0.03
15811,Wii,2012,Racing,System 3 Arcade Software,0.0,0.01,0.0,0.0,0.02
3936,PC,2012,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51
15529,X360,2012,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02
7629,3DS,2012,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2
15332,PS3,2012,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02
14748,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14325,3DS,2012,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
15051,DS,2012,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02
14508,PS3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
9660,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
4882,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.19,0.17,0.0,0.03,0.39
2902,PS3,2012,Sports,Sega,0.06,0.5,0.0,0.15,0.7
4554,WiiU,2012,Shooter,Activision,0.21,0.18,0.0,0.03,0.43
13128,DS,2012,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
8631,DS,2012,Action,Warner Bros. Interactive Entertainment,0.0,0.14,0.0,0.02,0.16
8630,X360,2012,Misc,Ubisoft,0.13,0.02,0.0,0.01,0.16
11711,PSP,2012,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08
13499,PC,2012,Shooter,Capcom,0.0,0.04,0.0,0.01,0.04
2370,PS3,2012,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88
11603,PC,2012,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08
12765,PC,2012,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.06
13775,PS3,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04
9305,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.14
2118,PS3,2012,Shooter,505 Games,0.38,0.39,0.06,0.15,0.98
13786,PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04
6653,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25
12754,PSV,2012,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06
4919,PSV,2012,Racing,Sony Computer Entertainment,0.14,0.19,0.0,0.06,0.39
12747,3DS,2012,Role-Playing,Level 5,0.0,0.0,0.06,0.0,0.06
1853,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.36,0.53,0.0,0.21,1.1
8801,3DS,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15
12742,PSP,2012,Action,Idea Factory,0.0,0.0,0.06,0.0,0.06
13757,PS3,2012,Racing,Unknown,0.04,0.0,0.0,0.0,0.04
2362,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88
4942,WiiU,2012,Action,Activision,0.23,0.12,0.0,0.04,0.39
13752,PSP,2012,Sports,Ackkstudios,0.0,0.0,0.04,0.0,0.04
13717,PSV,2012,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
11620,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
13725,PSP,2012,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04
8646,WiiU,2012,Action,THQ,0.07,0.07,0.0,0.01,0.16
13730,DS,2012,Action,GameMill Entertainment,0.0,0.04,0.0,0.0,0.04
13731,X360,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
3201,3DS,2012,Misc,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63
4328,Wii,2012,Sports,Take-Two Interactive,0.39,0.03,0.0,0.03,0.45
4327,PSV,2012,Shooter,Sony Computer Entertainment,0.21,0.16,0.02,0.07,0.45
1632,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.53,0.0,0.2,1.22
2387,PS3,2012,Action,Electronic Arts,0.82,0.0,0.0,0.06,0.87
